Example	Perfect	Aspect	Transitivity	Lex_group	Location	Gender
ne ə/ nE imAlo i el kAd smo se mI ženIli 	No_AUX	not_perf	intrans	modal		
i pa nE imAlo Əf ovOj zamrzIvači 	No_AUX	not_perf	intrans	modal		
a prE nE imAlo sAmo frIžider 	No_AUX	not_perf	intrans	modal		
i pardAjis štO sam imAla i sAd Ima paraAjis 	AUX	not_perf	trans	non_modal		
kad je bIlo kad sam jA Imao znAči trI gOdine 	AUX	not_perf	trans	non_modal		
i žIvinu štA smo Imali svE otEramo u šUmu i tAmo smo se krIli 	AUX	not_perf	trans	non_modal		
imAli smo nEki dvA trI slUge smo nAči 	AUX	not_perf	trans	non_modal		
tAko da pOsle nIsmo vIše ni Imali slUge 	AUX	not_perf	trans	non_modal		
e Onda smo Imali slUge kad smo 	AUX	not_perf	trans	non_modal		
ma sAmo smo Imali onE dvokOlkone čEze tO jedIno 	AUX	not_perf	trans	non_modal		
i zAprežna kOla nIsmo ovAko drUgo Imali ovI fijAkeri štO kAžu i ovO nIsmo tO Imali 	AUX	not_perf	trans	non_modal		
pa pOšto je slAbo Imalo u sElo tAko drUgi ljUdi 	AUX	not_perf	intrans	modal		
vEliki rAd je bIo ali mOralo nEje imAlo drUgo štA da 	AUX	not_perf	intrans	modal		
nemAština jedAn siromAštvo nEe imAlo nIšta 	AUX	not_perf	intrans	modal		
kad je bIlo kad sam jA Imao znAči trI gOdine 	AUX	not_perf	trans	non_modal		
i žIvinu štA smo Imali svE otEramo u šUmu i tAmo smo se krIli 	AUX	not_perf	trans	non_modal		
((?)) pa Imali smo Imali smo i slUge 	AUX	not_perf	trans	non_modal		
Imali smo slUge Imali smo 	AUX	not_perf	trans	non_modal		
imAli smo nEki dvA trI slUge smo nAči 	AUX	not_perf	trans	non_modal		
tAko da pOsle nIsmo vIše ni Imali slUge 	AUX	not_perf	trans	non_modal		
e Onda smo Imali slUge kad smo 	AUX	not_perf	trans	non_modal		
ma sAmo smo Imali onE dvokOlkone čEze tO jedIno 	AUX	not_perf	trans	non_modal		
i zAprežna kOla nIsmo ovAko drUgo Imali ovI fijAkeri štO kAžu i ovO nIsmo tO Imali 	AUX	not_perf	trans	non_modal		
pa pOšto je slAbo Imalo u sElo tAko drUgi ljUdi 	AUX	not_perf	intrans	modal		
vEliki rAd je bIo ali mOralo nEje imAlo drUgo štA da 	AUX	not_perf	intrans	modal		
nemAština jedAn siromAštvo nEe imAlo nIšta 	AUX	not_perf	intrans	modal		
bƏr smo mI imAli četrI krAve 	AUX	not_perf	trans	non_modal		
Ovce smo imAli tutem 	AUX	not_perf	trans	non_modal		
četreEs al od četerEs nIkoj nE Imal 	AUX	not_perf	trans	non_modal		
((?)) rAnije tO nE imAlo cIgle 	No_AUX	not_perf	intrans	modal		
pa bAš sam jA imAla da ti kAžem ne dAj bOže 	AUX	not_perf	trans	non_modal		
((?)) onO ranije nE imAlo ovAk dOkturi 	No_AUX	not_perf	intrans	modal		
bAš Evo drAgan kAd se ženIl mI smo imAli 	AUX	not_perf	trans	non_modal		
ovIja kAd su onI ḱErḱe su imAli 	AUX	not_perf	trans	non_modal		
nesmO imAli svE pAre nEgo smo se zAjm 	AUX	not_perf	trans	non_modal		
e pa imAla al nEma nIkoj 	AUX	not_perf	trans	non_modal		
imAli smo i Ovde i kOze pa kAd pUštim 	AUX	not_perf	trans	non_modal		
su imAli tUj vijAker pa mi brAt vozIl 	AUX	not_perf	trans	non_modal		
vijAker smo imAli 	AUX	not_perf	trans	non_modal		
e pa zəImi nEma zImi etE imAla kafAna pa Idemo pa si prAimo 	AUX	not_perf	trans	non_modal		
pa čUli smo da imAlo zmEj a gdE je zmEj da ti jA ne znAm 	AUX	not_perf	intrans	modal		
imAlo je sIne osumdesEt kUće gOre do 	AUX	not_perf	intrans	modal		
imAlo igranke 	No_AUX	not_perf	intrans	modal		
nE imAlo zamrzivAč nE imAlo 	No_AUX	not_perf	intrans	modal		
nE imAlo zamrzivAč nE imAlo 	No_AUX	not_perf	intrans	modal		
kvO je imAlo 	AUX	not_perf	intrans	modal		
e pa imAlo i vRšnjak ozgOr od plEk pa rUčka 	No_AUX	not_perf	intrans	modal		
kukUruzno onOj i tekO se mesIlo ne ne nE imAlo kvAsac 	No_AUX	not_perf	intrans	modal		
bo do skOro nE imAlo 	No_AUX	not_perf	intrans	modal		
imAlo je tIkve skUvaš jednO drUgo svE 	AUX	not_perf	intrans	modal		
gdE imAlo nE imAlo zamrzivAč ne nIšta 	No_AUX	not_perf	intrans	modal		
gdE imAlo nE imAlo zamrzivAč ne nIšta 	No_AUX	not_perf	intrans	modal		
ma nIšta nE imAlo 	No_AUX	not_perf	intrans	modal		
ta imAlo je ne ne znAm štO je tO 	No_AUX	not_perf	intrans	modal		
nE imAlo prodAvnice bOg znA 	No_AUX	not_perf	intrans	modal		
tO je imAlo 	AUX	not_perf	intrans	modal		
tO sam Imala 	AUX	not_perf	trans	non_modal		
nIsam nIje Imalo kOd nas 	No_AUX	not_perf	intrans	modal		
nE imAlo Onda pOšteda i ne znAm 	No_AUX	not_perf	intrans	modal		
bAš takOj imAlo je 	No_AUX	not_perf	intrans	modal		
nE imAlo ni škOle te takOj 	No_AUX	not_perf	intrans	modal		
pa smo imAli ovdE kUtu mI ovU ra zvalIli drUga stAra 	AUX	not_perf	trans	non_modal		
pokrenUše onO nE imAlo Auto nE imAlo nEgo sas kOnji 	No_AUX	not_perf	intrans	modal		
pokrenUše onO nE imAlo Auto nE imAlo nEgo sas kOnji 	No_AUX	not_perf	intrans	modal		
svAšta Imala sam brAta 	AUX	not_perf	trans	non_modal		
pa sedEnḱe smo imAli znAš 	AUX	not_perf	trans	non_modal		
imAli smo jEdnoga stArac pa Ovde 	AUX	not_perf	trans	non_modal		
nə nEsmo imAli zAjam sas nji 	AUX	not_perf	trans	non_modal		
((?)) imAli smo ovdE jEdan orA 	AUX	not_perf	trans	non_modal		
p imAli smo trAkto sƏga ga prodAdoše 	AUX	not_perf	trans	non_modal		
nesmO imAli takvE vračke i onOj nIsmo 	AUX	not_perf	trans	non_modal		
a imAli smo velI svinjU 	AUX	not_perf	trans	non_modal		
šEḱer i štO sam imal svE sam prinEla 	AUX	not_perf	trans	non_modal		
š čIm be sAm imAla imAla sam krAve 	AUX	not_perf	trans	non_modal		
š čIm be sAm imAla imAla sam krAve 	AUX	not_perf	trans	non_modal		
mlekO sam imAla sIr sam imAla 	AUX	not_perf	trans	non_modal		
mlekO sam imAla sIr sam imAla 	AUX	not_perf	trans	non_modal		
svInje svE sam imAla 	AUX	not_perf	trans	non_modal		
ali sam imala na svekRvu mə sestra roǵEna 	AUX	not_perf	trans	non_modal		
kAdə a imAla je jEdna žEna tAkva 	AUX	not_perf	trans	non_modal		
pə imAlo je vAšar u mInićevo 	No_AUX	not_perf	intrans	modal		
i otOdim nE imAlo trAktori tAg nE imAlo kakO sAgə 	No_AUX	not_perf	intrans	modal		
i otOdim nE imAlo trAktori tAg nE imAlo kakO sAgə 	No_AUX	not_perf	intrans	modal		
nE imAlo ni dvE gOdine pa rOdim sIna porOǵeni 	No_AUX	not_perf	intrans	modal		
zAlve sam imAla də 	AUX	not_perf	trans	non_modal		
tUj smo učIli mIsim svI prEdmeti imAlo 	No_AUX	not_perf	intrans	modal		
u grEznu el ovdE nE imAlo 	No_AUX	not_perf	intrans	modal		
nE imAlo trAktori riljAlo se sas ašOvi sadIlo se 	No_AUX	not_perf	intrans	modal		
a tAg nE imAlo 	No_AUX	not_perf	intrans	modal		
aa ǵavOla ne nE imAlo tOj takOj 	No_AUX	not_perf	intrans	modal		
pa e imAlo u dOnji krAj pa u gOrnji 	AUX	not_perf	intrans	modal		
pa kupuvAli smo crEpnje smo kupuvAli imAlo smo dvE trI sƏd ne znAm 	AUX	not_perf	intrans	modal		
a sAd kadE/ kAd si čuvAl onO si imAlo kAd ne čUvamoš onO nEma 	AUX	not_perf	intrans	modal		
Imala sam jA i sEstru i jA/ nAs dvE dEcu dovEla 	AUX	not_perf	trans	non_modal		
aae kvekvO se sEḱam nE imAlo 	No_AUX	not_perf	intrans	modal		
kvO imAlo tAg nE imAlo igrAḱə nE imAlo nIšta nIgde 	No_AUX	not_perf	intrans	modal		
kvO imAlo tAg nE imAlo igrAḱə nE imAlo nIšta nIgde 	No_AUX	not_perf	intrans	modal		
kvO imAlo tAg nE imAlo igrAḱə nE imAlo nIšta nIgde 	No_AUX	not_perf	intrans	modal		
pa decA kvO/ d nE imAlo nOvće 	No_AUX	not_perf	intrans	modal		
nE imAlo tAj Običaj kOd nas 	No_AUX	not_perf	intrans	modal		
dAl je imAlo dal su postovAle 	AUX	not_perf	intrans	modal		
u nAševo salO nE imAlo 	No_AUX	not_perf	intrans	modal		
tO jEste znAla je tOj kOj imala vrAčka onA 	AUX	not_perf	trans	non_modal		
takvO vrEme bIlo nE imAlo lekAri n imAlo 	No_AUX	not_perf	intrans	modal		
takvO vrEme bIlo nE imAlo lekAri n imAlo 	No_AUX	not_perf	intrans	modal		
je nE imAlo tAg nE imAlo pronOze negO 	No_AUX	not_perf	intrans	modal		
je nE imAlo tAg nE imAlo pronOze negO 	No_AUX	not_perf	intrans	modal		
imAlo kAžu 	No_AUX	not_perf	intrans	modal		
imAlo kAžu da je imAlo 	No_AUX	not_perf	intrans	modal		
tAg nE imAlo vOžnje nE imAlo pa nArod 	No_AUX	not_perf	intrans	modal		
tAg nE imAlo vOžnje nE imAlo pa nArod 	No_AUX	not_perf	intrans	modal		
cAlu nOć Odi i onO kAžu da je imAlo ovdE preko nas u vukašInu 	AUX	not_perf	intrans	modal		
nE imAlo u nAševo salO 	No_AUX	not_perf	intrans	modal		
nE imAlo tAg ovdEka 	No_AUX	not_perf	intrans	modal		
trAktori pa nE imAlo kosAčice nEgo svE se rUčno radElo 	No_AUX	not_perf	intrans	modal		
imal si prodAvnicu 	AUX	not_perf	trans	non_modal		
a sAd Ovoj Imaju kUḱu gdE da sedU i svE a tAd nIsu imAli ništa 	AUX	not_perf	trans	non_modal		
jA dOle e ko sam nosIla imAlo je gomIla 	No_AUX	not_perf	intrans	modal		
imAla sam bAbu dEdu i 	AUX	not_perf	trans	non_modal		
imAla sam svekRvu svEkra 	AUX	not_perf	trans	non_modal		
tO je bIlo s/ nE imAla rAzlika disciplIna ro/ rodItelj 	AUX	not_perf	trans	non_modal		
i tAda smo imAli Obnova zEmlja 	AUX	not_perf	trans	non_modal		
imAlo ta smo ranIli vOjsku 	No_AUX	not_perf	intrans	modal		
ne smE da stAvi tAde nE imAlo kakO sƏg obUḱa 	No_AUX	not_perf	intrans	modal		
opet bilO a da nArod je imAlo dOsta 	AUX	not_perf	intrans	modal		
tU je kAd je imAlo stO pEt ǵAka tu će da znAete da je bIlo rAd 	AUX	not_perf	intrans	modal		
no tƏg nE imAlo 	No_AUX	not_perf	intrans	modal		
el nE imAlo 	No_AUX	not_perf	intrans	modal		
pa bIlo je pə a imAlo je stOka 	AUX	not_perf	intrans	modal		
tU je imAlo i pijAni i svAkakvi 	AUX	not_perf	intrans	modal		
kAko da nE imAlo tA i davIli i ostanjuvAlo 	No_AUX	not_perf	intrans	modal		
za Ovce jel imAla je zAdruga 	AUX	not_perf	trans	non_modal		
prEko bRda onO nE imAlo 	No_AUX	not_perf	intrans	modal		
i po pšenIcu je imAla i sAd Ima po oblOžine Isto 	AUX	not_perf	trans	non_modal		
kUče smo imAli 	AUX	not_perf	trans	non_modal		
su lozjA imAla ovdE pa 	AUX	not_perf	trans	non_modal		
pa čUla sam da Imalo 	No_AUX	not_perf	intrans	modal		
tUj su imAli kRstovi 	AUX	not_perf	trans	non_modal		
imAlo je skOro a gOre ali 	AUX	not_perf	intrans	modal		
onO nE imAlo išlA sam u bAlinci 	No_AUX	not_perf	intrans	modal		
e litIje imAlo ho 	No_AUX	not_perf	intrans	modal		
ne mOže ((?)) o o mI smo ranIje imAlo 	No_AUX	not_perf	intrans	modal		
i takOj je bilO i tOj imAli su crepnjarI tu u korIta 	AUX	not_perf	trans	non_modal		
a tuj su imAli crepnjarI 	AUX	not_perf	trans	non_modal		
u rEku u odvedE al mI smo si imAli ovdE rEko pa dOle 	AUX	not_perf	trans	non_modal		
nE imAlo mehanizAcija nemAlo nIšta mI smo krEnuli 	No_AUX	not_perf	intrans	modal		
tranzIstor nEki smo imAli rAnie ali Ono na Uši ali onO govOri 	AUX	not_perf	trans	non_modal		
nIsmo imAli trAktori pa nIsmo imAli nIkakve 	AUX	not_perf	trans	non_modal		
nIsmo imAli trAktori pa nIsmo imAli nIkakve 	AUX	not_perf	trans	non_modal		
nIe Imalo svE smo morAli da kUpimo 	AUX	not_perf	intrans	modal		
a imAli smo sEalicu •• ovOj s krAve 	AUX	not_perf	trans	non_modal		
mI Isto smo imAli ednU parcElu 	AUX	not_perf	trans	non_modal		
nE imAlo • tE tanjirAče ne Imalo nIšta 	No_AUX	not_perf	intrans	modal		
nE imAlo • tE tanjirAče ne Imalo nIšta 	No_AUX	not_perf	intrans	modal		
pa smo imAli mI vEliki trAktor jA se ne sEćam kOj bEše brOj 	AUX	not_perf	trans	non_modal		
sAmo nIsam Imal Ovu strUju Ovde 	AUX	not_perf	trans	non_modal		
i tAko me nArod • volEo jA səm • vEč nE imAlo s kOg da se zamErimo 	No_AUX	not_perf	intrans	modal		
tO e svE vEzano •• a imAlo 	No_AUX	not_perf	intrans	modal		
ovIa kOi su imAli mUževe a 	AUX	not_perf	trans	non_modal		
pUn đAvo tU je mIljanićev od mIljana mIljanića sIn spavAo imAli smo nEku rAzmenu sa s sa 	AUX	not_perf	trans	non_modal		
Imali smo pIntera On je Umro pre nEkolko gOdine 	AUX	not_perf	trans	non_modal		
jA bAš kad sam • bilA • ((?)) devojčIšte/ kad sam se udavAla nE imAlo nIšta 	No_AUX	not_perf	intrans	modal		
kad sam se bAš udavAla nE imAlo nIšta 	No_AUX	not_perf	intrans	modal		
mOje drEje doterAli u četvrtƏk ovdEkaj takO sam imAla odElo 	AUX	not_perf	trans	non_modal		
onO gRdno je odElo imAlo/ nE imAlo nIšta nIgde 	No_AUX	not_perf	intrans	modal		
pRteno vUneno/ takvO kakvO je imAlo takvO se nosIlo 	AUX	not_perf	intrans	modal		
zAlva sam/ imAla sam zAlvu onA se bilA udaAla 	AUX	not_perf	trans	non_modal		
gibAnica/ nE imAlo tOrta tAg 	No_AUX	not_perf	intrans	modal		
i ((?)) nam bilA stOka gOre/ smo imAli ((?)) ple/ 	AUX	not_perf	trans	non_modal		
nE imAlo rAnije da kUpiš košUlje nego se prAve tEa košUlje od/ od postAv 	No_AUX	not_perf	intrans	modal		
mI kad səm unUka ženIla • mI smo imAli • ḱEtristo pedEset gOsta u hOtel sRbiju •• u zAječər 	AUX	not_perf	trans	non_modal		
el ••• dOsta tU Ide kad imAš tI/ • mI smo sEdamsto gOsta imAli kAd skUpimo svE 	AUX	not_perf	trans	non_modal		
i imAli smo • i ostAlo 	AUX	not_perf	trans	non_modal		
mOraš/ • ne mOžeš tI/ • mI smo sAmi el nEsmo Imali •• od prIjetelja • ovOga nIšta iz lOznicu 	AUX	not_perf	trans	non_modal		
ja səm/ imAli smo krAve • jA səm pravIla kačkavAlj 	AUX	not_perf	trans	non_modal		
ovdEka za ovdE Isto • sam imAla i kačkavAlj i sIr 	AUX	not_perf	trans	non_modal		
kod nAs Ipak prAveno kao što se sAd prAe svAdbe odAvno tOj nE Imalo odAvno s/ 	No_AUX	not_perf	intrans	modal		
pa ((?)) na krAj krAjeva nEkada kao detE jA jEdva pAmtim da nE e imAlo ni sArme ne/ nego vRlju se •• kUpus 	AUX	not_perf	intrans	modal		
nE imAlo/ pOsle/ kAsnije/ to e počEle sArme i to/ inAče rAnije nE imAlo tOj 	No_AUX	not_perf	intrans	modal		
pa ((?)) znAte šta • imAli smo jednOga ovdEka rOǵaka 	AUX	not_perf	trans	non_modal		
ako n/ ako nEmamo/ ma gdEš didEš da lUpaš sAd onO smo Imali stAri ljUdi sAd nEma 	AUX	not_perf	trans	non_modal		
sAd sam imAla dEde dvA od Oca i od mAjku 	AUX	not_perf	trans	non_modal		
nE e imAlo tAd da prAviš tOrte i da prAviš štA jA znAm 	AUX	not_perf	intrans	modal		
i sƏd nOrmalno nE imAlo Aljine i sUknje nego zAprega 	No_AUX	not_perf	intrans	modal		
tI ljUdi nIsu imAli dEcu 	AUX	not_perf	trans	non_modal		
pOsle tI ljUdi nIsu imAli dEcu i kajAli se što su kUma manUli 	AUX	not_perf	trans	non_modal		
kakvI sam jA mOmci si po salO Ovde imAla 	AUX	not_perf	trans	non_modal		
a Evo detEo smo imAli 	AUX	not_perf	trans	non_modal		
sestrU sam imAla 	AUX	not_perf	trans	non_modal		
onO velI ne za sokAka vrištI nekO onO dOle vrištI mOra da si je neštO imAlo tagA 	AUX	not_perf	intrans	modal		
jao kvO smo imAle tƏg nEje imAlo 	AUX	not_perf	intrans	modal		
a onOj kvO smo mI imAli igrAčku 	AUX	not_perf	trans	non_modal		
imAli smo Ujuku iz trnOvac na mAter mi brAt 	AUX	not_perf	trans	non_modal		
nEli imAlo parA kvO li je pa sIgurno 	No_AUX	not_perf	intrans	modal		
imAlo je imAlo 	AUX	not_perf	intrans	modal		
imAlo čuvAli smo 	No_AUX	not_perf	intrans	modal		
Ovce i krAve smo imAli pa sIr 	AUX	not_perf	trans	non_modal		
imAli smo dRva ((?)) ondE nad onOj trupcI nasEčeno 	AUX	not_perf	trans	non_modal		
pOsle onO trAktori • a imAli su sə/ 	AUX	not_perf	trans	non_modal		
((?)) ((XXX)) gAzda šEpe imAli su kOnji 	AUX	not_perf	trans	non_modal		
pa mOra da je imAlo el je to salO nEče sAmo ednO salO ((laugh)) sAmo ednO Ako bUde 	AUX	not_perf	intrans	modal		
kAd si bIli mAnji mnOgo vIše imAlo igrAnjke tAko po sElo 	No_AUX	not_perf	intrans	modal		
i onI imAla sam prE kAd jEdan dEčko rEko 	AUX	not_perf	trans	non_modal		
ne znAm Evo imAla sam prIli/ prIliku 	AUX	not_perf	trans	non_modal		
ne zəm nI/ nIje da sam i/ imAla tOlko problEma da me sAd 	AUX	not_perf	trans	non_modal		
su imAli te Običaje kOd njih je tO 	AUX	not_perf	trans	non_modal		
uglAvnom nIsu imAli nEke 	AUX	not_perf	trans	non_modal		
Inače nIsu imAli 	AUX	not_perf	trans	non_modal		
Ete ••• bIlo ti voljA •• mOgal si •• eE 	No_AUX	not_perf	intrans	modal		
i On Imal vOlju i čuvAl Ovce dOkle e • mOgal da • mRda 	No_AUX	not_perf	intrans	modal		
dOk sam mOgla • ((XXX)) san terAla • ((XXX)) sam terAla 	AUX	not_perf	intrans	modal		
Ali pOse kakO dEda vIše nE mOgal pOse dEda i umrEl 	No_AUX	not_perf	intrans	modal		
pa kAd sam već mOgla da kOpam 	AUX	not_perf	intrans	modal		
ali sam mOgla a sƏg ne mOg 	AUX	not_perf	intrans	modal		
mOglo je sIne mOglo 	AUX	not_perf	intrans	modal		
I ne mOgu da mEsim kolAč jA i sAd mEsim kolAč dOk sam mOgla 	AUX	not_perf	intrans	modal		
i dok su Oni bilI tU i dok mOgal sIn mi 	No_AUX	not_perf	intrans	modal		
do pre trI gOdine sam mOgla dObro ne jA dolAze svI tUj 	AUX	not_perf	intrans	modal		
nIsam mOgla da Odim 	AUX	not_perf	intrans	modal		
malokRvna sam bilA pedEset hemoglobIn nIsam mOgla ni da 	AUX	not_perf	intrans	modal		
pa t/ ((?)) a nEje da bolI • da sam mOgla da ustAnem 	AUX	not_perf	intrans	modal		
nIsam mOgla da se pokrEnem 	AUX	not_perf	intrans	modal		
i onI nIsu tEli d izAǵu dOk gə ne nAǵu On kAže nIe mOgo drUgo 	AUX	not_perf	intrans	modal		
neUmesno / • pa nIsu znAli ne da nIsu tEli 	AUX	not_perf	intrans	modal		
mOgla e tvOa drugArica da dOe da sam skuvAli i njOj kAfu 	AUX	not_perf	intrans	modal		
mOgla je i tvOja drugArica da svrAti 	AUX	not_perf	intrans	modal		
kAko je tO mOglo da bUde da • rUška tvOja marAma nemA 	AUX	not_perf	intrans	modal		
Uvek sam morAla da nOsim i tAtinu rEži kArtu 	AUX	not_perf	intrans	modal		
rEko kad si mOgla da podIgneš 	AUX	not_perf	intrans	modal		
al nIšta nIsu mOgli da pronAjdu 	AUX	not_perf	intrans	modal		
mOgao sam i kredIt ne sAmo jA nego svAki 	AUX	not_perf	intrans	modal		
i onE ne vAlja nOko morAli su svE smo isEkli 	AUX	not_perf	intrans	modal		
svE smo morAli da dadEmo 	AUX	not_perf	intrans	modal		
svinjE nesmO mOgli da čUvamo da podrAniš nEgo rOvnice 	AUX	not_perf	intrans	modal		
a pOsle smo ćEli s mašInu 	AUX	not_perf	intrans	modal		
sRce oslabElo i nE mOgal vIše da žIvi 	AUX	not_perf	intrans	modal		
Oni mAjstori bilI nEsu mOgli d Idu na njIvu 	AUX	not_perf	intrans	modal		
dOkle god sam mOgla 	AUX	not_perf	intrans	modal		
al mI odAvna nesmO tOj mOgli 	AUX	not_perf	intrans	modal		
kvO sam htEla da kAžem 	AUX	not_perf	intrans	modal		
Eto htEla sam da kAžem nEšto ((?)) / 	AUX	not_perf	intrans	modal		
bIli sAbrani kOji nesU mOgli bIl dAlju u rAt u vOjsku 	AUX	not_perf	intrans	modal		
pOse se zatvorIlo i morAli smo da dOđemo zbOg škOlu 	AUX	not_perf	intrans	modal		
morAlo gOre nEmava škOla morAli si da s decA Idu škOlu 	No_AUX	not_perf	intrans	modal		
jA mi smo morAli kažnjavAli morAli smo tƏg da prAvimo kUće ovdE da dOdimo zbOg dEcu 	AUX	not_perf	intrans	modal		
jA mi smo morAli kažnjavAli morAli smo tƏg da prAvimo kUće ovdE da dOdimo zbOg dEcu 	AUX	not_perf	intrans	modal		
e pOsle kAd smo kupIli trAktor pOsle drUgše bIlo ali nesmo mOgli s njEga 	AUX	not_perf	intrans	modal		
tOj morAli Ako nesU žene 	AUX	not_perf	intrans	modal		
i nIsmo kAže tEli 	AUX	not_perf	intrans	modal		
od stOčicu tU kakO Imamo Imamo Ovce krAve te smo mOgli da čUvamo 	AUX	not_perf	intrans	modal		
tEli smo mI da mu 	AUX	not_perf	intrans	modal		
smoj pOsle te ne prikupIli kavO smo mOgli pa i škOluvani i 	AUX	not_perf	intrans	modal		
otOj onI snimAli al ne ne nesU mOgli da vIde 	AUX	not_perf	intrans	modal		
mOgla sam 	AUX	not_perf	intrans	modal		
pa mOgli me nOSe svI jA sam lAka 	AUX	not_perf	intrans	modal		
i stvArno nIsam mOgla za tOj i onA jEste doodIla kod njU tOj znAm kao 	AUX	not_perf	intrans	modal		
ə i jA sam do pre dvE gOdine pa sam Onda primAla infUzju pa nIsam mOgla 	AUX	not_perf	intrans	modal		
i kAd da se dIgne vIše nE mOgla mAti bAba bIla 	AUX	not_perf	intrans	modal		
kAd smo mOgli i kokOške sAg nEmamo nIšta 	AUX	not_perf	intrans	modal		
i tU je se mOgla ožEni po knjAževac nju ju tražIše da vIš onO nEkoj znAm najdE u gAmzigrad dOle 	AUX	not_perf	intrans	modal		
n ne mOž da kvO sam mOgla da naUčim u škOlu 	AUX	not_perf	intrans	modal		
morAli smo i predadEmo na čovEka jA pOšla u škOlu u četvRti rAzred 	AUX	not_perf	intrans	modal		
učItelj je mOrao da Ima štAp 	AUX	not_perf	intrans	modal		
i morAla sam jAstuk da jo držIm petnAes dAna 	AUX	not_perf	intrans	modal		
pa kAko su mOgli da narEde da se svE tOj 	AUX	not_perf	intrans	modal		
tO smo mOgli Odmah da urAdimo 	AUX	not_perf	intrans	modal		
i kakvO smo mOgli takvO smo 	AUX	not_perf	intrans	modal		
Oni nIsu mOgli da potrEve pUt 	AUX	not_perf	intrans	modal		
pa nIšta sIne do četrEs dAna nIšta nIsu mOgli da Uzmu 	AUX	not_perf	intrans	modal		
a kakO je mOgal i On da svIri ? 	AUX	not_perf	intrans	modal		
sƏg sam išlA d ne mOgla ćEk da dOjde kod mEn jA 	AUX	not_perf	intrans	modal		
a tAg nesAm mOgla nIšta ((laugh)) 	AUX	not_perf	intrans	modal		
pa nE mOgao 	No_AUX	not_perf	intrans	modal		
mOgal si ostAneš žIv 	AUX	not_perf	intrans	modal		
i nIsu mOgli da pronAjdu Opšte 	AUX	not_perf	intrans	modal		
mI eto Imamo i kUću dOle i u stAn su mOgli 	AUX	not_perf	intrans	modal		
štA je On pObolji od mEne/ Ono sam mOgal si i jA 	AUX	not_perf	intrans	modal		
mOrali smo njEg da pItamo 	AUX	not_perf	intrans	modal		
#žti# kAžem mOrala sam ko mUž 	AUX	not_perf	intrans	modal		
pa tO je bIlo me tolIko nIsam mOgla da ga pIpnem ovAko 	AUX	not_perf	intrans	modal		
On je ga zaorAo •• On je mOrao da Ide da pIta 	AUX	not_perf	intrans	modal		
jEdva ju •• nIsu mOgli da ju dovedU • vAljda su Išli sas kOla 	AUX	not_perf	intrans	modal		
vIše nIsu mOgli da ga ((XXX)) 	AUX	not_perf	intrans	modal		
onI tU se razabižAli kAko je On tO mOgao 	AUX	not_perf	intrans	modal		
al rEko bOg znAo da je Onda bIo u bEdu i mOrao da rAdi 	AUX	not_perf	intrans	modal		
a ovOj nIje mOrao mOgo je da ga ali etE tAko je tO 	AUX	not_perf	intrans	modal		
i rEkni ga jA sam mOrala da se obUčem znAšu vUnenu haljInu i jOš 	AUX	not_perf	intrans	modal		
i da sam jA mOrala da čUvam jAganjci i svInje da ne 	AUX	not_perf	intrans	modal		
tEli smo da ga d/ • dAmo bIlo kakvA škOla sAmo da Ima nEšto 	AUX	not_perf	intrans	modal		
